"estimated_load","latitude","longitude","route_number","speed","vehicle_number","event_timestamp"
,,,,,"3120","1492200338"
,,,,,"3105","1492200338"
,"45.597385","-122.670663",,"22","3120","1492200339"
,"45.562667","-122.67573",,"4","2233","1492200339"
,"45.522853","-122.537867",,"27","2516","1492200340"
,"45.379913","-122.594413",,"21","3105","1492200340"
,"45.52279","-122.558563",,"8","3229","1492200342"
,"45.597527","-122.671338",,"25","3120","1492200344"
,"45.522467","-122.53788",,"18","2516","1492200345"
,"45.379512","-122.594147",,"22","3105","1492200345"
,"45.52279","-122.558842",,"9","3229","1492200347"
,"45.597607","-122.671973",,"21","3120","1492200349"
,"45.522158","-122.537915",,"14","2516","1492200350"
,"45.379115","-122.593892",,"22","3105","1492200350"
,"45.522775","-122.55917",,"11","3229","1492200352"
,"45.597683","-122.672252",,"10","3120","1492200354"
,"45.522053","-122.537917",,"3","2516","1492200355"
,"45.378727","-122.593642",,"21","3105","1492200355"
"10","45.52275","-122.559474","20",,"3229","1492200356"
"0","45.522015","-122.537917","73",,"2516","1492200356"
,"45.597918","-122.672665",,"19","3120","1492200359"
,"45.378468","-122.593477",,"12","3105","1492200360"
,"45.598318","-122.673202",,"27","3120","1492200364"
,"45.378398","-122.593423",,"4","3105","1492200365"
,,,,,"3115","1492200366"
,,,,,"3115","1492200367"
,"45.49059","-122.632812",,"3","3115","1492200369"
,"45.598818","-122.673878",,"34","3120","1492200369"
,"45.562667","-122.675563",,"7","2233","1492200369"
,"45.378265","-122.593492",,"8","3105","1492200370"
"3","45.378265","-122.593491","34",,"3105","1492200371"
,,,,,"3105","1492200372"
,"45.490583","-122.633165",,"13","3115","1492200374"
,"45.599423","-122.6747",,"42","3120","1492200374"
,"45.562667","-122.67539",,"6","2233","1492200374"
,"45.378092","-122.593987",,"20","3105","1492200375"
,"45.490605","-122.633555",,"13","3115","1492200379"
,"45.600098","-122.67562",,"47","3120","1492200379"
,"45.562663","-122.67522",,"6","2233","1492200379"
,"45.377912","-122.594578",,"22","3105","1492200380"
,"45.490517","-122.634043",,"19","3115","1492200384"
,"45.600817","-122.676607",,"49","3120","1492200384"
"1","45.562657","-122.674877","72",,"2233","1492200384"
,"45.37773","-122.595182",,"23","3105","1492200385"
"3","45.37773","-122.595181","34",,"3105","1492200386"
,,,,,"3105","1492200387"
,"45.49031","-122.634705",,"26","3115","1492200389"
,"45.601555","-122.677605",,"51","3120","1492200389"
,"45.377537","-122.595805",,"24","3105","1492200390"
,"45.490302","-122.635553",,"30","3115","1492200394"
,"45.602275","-122.678593",,"49","3120","1492200394"
,"45.377338","-122.59642",,"24","3105","1492200395"
,"45.49728","-122.564458",,"4","2298","1492200398"
,"45.490315","-122.636307",,"26","3115","1492200399"
,"45.602943","-122.679582",,"47","3120","1492200399"
,"45.377137","-122.597038",,"24","3105","1492200400"
"6",,,"0",,"534","1492200400"
"3","45.377137","-122.597037","34",,"3105","1492200401"
,,,,,"3105","1492200402"
,"45.497393","-122.564923",,"17","2298","1492200403"
,"45.490325","-122.636845",,"17","3115","1492200404"
,"45.603382","-122.680693",,"44","3120","1492200404"
,"45.376938","-122.597652",,"23","3105","1492200405"
,,,,,"3229","1492200407"
,,,,,"3229","1492200408"
,"45.497462","-122.565572",,"23","2298","1492200408"
,"45.490332","-122.637065",,"5","3115","1492200409"
,"45.603725","-122.681732",,"39","3120","1492200409"
,"45.376733","-122.598247",,"23","3105","1492200410"
,"45.522722","-122.559973",,"3","3229","1492200411"
"20","45.490333","-122.637211","17",,"3115","1492200411"
,"45.497467","-122.566292",,"25","2298","1492200413"
,"45.604142","-122.682627",,"38","3120","1492200414"
,,,,,"2516","1492200415"
,"45.376538","-122.598852",,"23","3105","1492200415"
,"45.522717","-122.560702",,"26","3229","1492200416"
,"45.52175","-122.537897",,"1","2516","1492200416"
"3","45.376539","-122.598851","34",,"3105","1492200417"
,"45.497472","-122.567075",,"27","2298","1492200418"
,,,,,"3105","1492200418"
,"45.604662","-122.683197",,"32","3120","1492200419"
,"45.376343","-122.599483",,"25","3105","1492200420"
,"45.522728","-122.561493",,"27","3229","1492200421"
,"45.521413","-122.537885",,"17","2516","1492200421"
,,,,,"534","1492200422"
,"45.49747","-122.567893",,"28","2298","1492200423"
,"45.605172","-122.683575",,"28","3120","1492200424"
,"45.376147","-122.60013",,"25","3105","1492200425"
,"45.52274","-122.562228",,"26","3229","1492200426"
,"45.520992","-122.537907",,"21","2516","1492200426"
,"45.497478","-122.568548",,"22","2298","1492200428"
,"45.605652","-122.683572",,"24","3120","1492200429"
,"45.375957","-122.600743",,"23","3105","1492200430"
,"45.522743","-122.56299",,"26","3229","1492200431"
,"45.520508","-122.537915",,"24","2516","1492200431"
"10","45.522743","-122.562989","20",,"3229","1492200433"
,"45.497492","-122.569008",,"16","2298","1492200433"
,,,,,"3229","1492200434"
,"45.605905","-122.682903",,"26","3120","1492200434"
,,,,,"2233","1492200434"
,"45.375802","-122.601238",,"18","3105","1492200435"
,,,,,"2233","1492200435"
,"45.52273","-122.56381",,"29","3229","1492200436"
,"45.520095","-122.537923",,"21","2516","1492200436"
"26","45.497487","-122.569168","9","2","2298","1492200437"
,"45.605662","-122.682178",,"28","3120","1492200439"
"3","45.375802","-122.601237","34",,"3105","1492200439"
,"45.562655","-122.674493",,"2","2233","1492200439"
,"45.375725","-122.6015",,"8","3105","1492200440"
,"45.522707","-122.564683",,"31","3229","1492200441"
,,,,,"3115","1492200441"
,"45.519923","-122.537927",,"8","2516","1492200441"
,,,,,"3115","1492200442"
"0","45.51981","-122.537906","73",,"2516","1492200443"
,"45.490335","-122.637455",,"2","3115","1492200444"
,"45.605337","-122.68144",,"30","3120","1492200444"
,"45.562655","-122.674093",,"14","2233","1492200444"
,"45.522712","-122.565618",,"32","3229","1492200446"
,"45.605013","-122.680883",,"25","3120","1492200449"
,"45.562655","-122.673615",,"17","2233","1492200449"
,"45.522715","-122.566517",,"31","3229","1492200451"
,"45.604607","-122.68063",,"22","3120","1492200454"
,"45.562653","-122.673227",,"13","2233","1492200454"
"10","45.522723","-122.567372","20","29","3229","1492200456"
,,,,,"3229","1492200457"
,"45.604248","-122.680778",,"19","3120","1492200459"
,"45.562655","-122.672937",,"10","2233","1492200459"
,"45.522733","-122.568257",,"31","3229","1492200461"
"1","45.562655","-122.672936","72",,"2233","1492200461"
,,,,,"2233","1492200462"
,"45.604093","-122.681017",,"10","3120","1492200464"
,"45.56266","-122.672608",,"11","2233","1492200464"
,"45.522743","-122.569238",,"34","3229","1492200466"
,"45.604053","-122.681125",,"5","3120","1492200469"
,,,,,"2516","1492200469"
,"45.562662","-122.672237",,"13","2233","1492200469"
,,,,,"2516","1492200470"
,"45.522788","-122.570095",,"28","3229","1492200471"
,"45.519655","-122.53788",,"2","2516","1492200471"
,"45.490335","-122.637583",,"6","3115","1492200474"
,"45.604033","-122.68159",,"17","3120","1492200474"
,"45.562662","-122.671805",,"15","2233","1492200474"
,"45.52282","-122.57056",,"14","3229","1492200476"
,"45.519493","-122.537877",,"8","2516","1492200476"
,"45.490333","-122.638092",,"19","3115","1492200479"
,"45.604325","-122.682152",,"26","3120","1492200479"
,"45.562663","-122.671485",,"11","2233","1492200479"
"8","45.522812","-122.570627","20",,"3229","1492200480"
,,,,,"2298","1492200481"
,,,,,"2298","1492200482"
"2","45.562665","-122.67141","72","3","2233","1492200483"
,"45.490337","-122.638758",,"24","3115","1492200484"
,"45.604842","-122.682263",,"26","3120","1492200484"
,"45.497453","-122.56964",,"2","2298","1492200484"
,"45.490342","-122.63944",,"23","3115","1492200489"
,"45.605223","-122.682157",,"19","3120","1492200489"
,"45.497455","-122.570182",,"19","2298","1492200489"
"20","45.490342","-122.639439","17",,"3115","1492200491"
,,,,,"3115","1492200492"
,"45.490338","-122.640187",,"27","3115","1492200494"
,"45.605508","-122.682067",,"14","3120","1492200494"
,"45.497467","-122.570655",,"16","2298","1492200494"
,,,,,"2233","1492200497"
,,,,,"2233","1492200498"
,"45.49034","-122.64115",,"34","3115","1492200499"
,"45.605717","-122.682005",,"10","3120","1492200499"
,"45.49749","-122.570852",,"6","2298","1492200499"
,"45.562675","-122.670962",,"5","2233","1492200499"
"27","45.497488","-122.570898","9",,"2298","1492200500"
,"45.375698","-122.601585",,"6","3105","1492200500"
,"45.490338","-122.642172",,"36","3115","1492200504"
,"45.605838","-122.681972",,"7","3120","1492200504"
,"45.562682","-122.670435",,"18","2233","1492200504"
,"45.375583","-122.601882",,"13","3105","1492200505"
,"45.490348","-122.643162",,"34","3115","1492200509"
,"45.606168","-122.681832",,"18","3120","1492200509"
,"45.562685","-122.669873",,"19","2233","1492200509"
,"45.375147","-122.601877",,"23","3105","1492200510"
,"45.522793","-122.570925",,"2","3229","1492200511"
,,,,,"3229","1492200512"
,"45.49035","-122.644073",,"31","3115","1492200514"
,"45.606682","-122.681615",,"27","3120","1492200514"
,"45.562687","-122.669447",,"15","2233","1492200514"
,"45.374568","-122.601773",,"30","3105","1492200515"
,"45.522773","-122.571515",,"22","3229","1492200516"
,"45.490353","-122.644933",,"30","3115","1492200519"
,"45.607313","-122.681307",,"34","3120","1492200519"
,,,,,"2298","1492200519"
,"45.562687","-122.66904",,"14","2233","1492200519"
,"45.497463","-122.571188",,"3","2298","1492200520"
,"45.37387","-122.601677",,"35","3105","1492200520"
,"45.522778","-122.572242",,"25","3229","1492200521"
"2","45.562687","-122.669039","72",,"2233","1492200523"
,"45.490358","-122.64574",,"27","3115","1492200524"
,"45.60799","-122.680932",,"36","3120","1492200524"
,"45.562688","-122.668545",,"17","2233","1492200524"
,"45.49746","-122.571772",,"21","2298","1492200525"
,"45.373135","-122.601595",,"37","3105","1492200525"
,"45.522785","-122.573052",,"29","3229","1492200526"
"6",,,"0",,"534","1492200528"
,"45.490368","-122.646457",,"25","3115","1492200529"
,"45.608625","-122.68057",,"33","3120","1492200529"
,"45.56269","-122.668013",,"18","2233","1492200529"
,"45.497463","-122.572438",,"23","2298","1492200530"
,"45.372385","-122.601518",,"38","3105","1492200530"
,"45.522783","-122.573873",,"28","3229","1492200531"
"8","45.522784","-122.573872","20",,"3229","1492200533"
,,,,,"3229","1492200534"
,"45.490388","-122.647028",,"18","3115","1492200534"
,"45.609227","-122.680217",,"32","3120","1492200534"
,"45.497467","-122.572988",,"23","2298","1492200534"
,"45.562693","-122.667552",,"16","2233","1492200534"
,"45.371637","-122.601467",,"37","3105","1492200535"
,"45.52277","-122.57467",,"28","3229","1492200536"
,"45.490392","-122.647298",,"8","3115","1492200539"
,"45.609847","-122.679855",,"33","3120","1492200539"
,"45.562693","-122.667243",,"10","2233","1492200539"
,"45.49749","-122.57363",,"18","2298","1492200540"
,"45.370885","-122.601425",,"38","3105","1492200540"
,"45.522773","-122.575417",,"26","3229","1492200541"
,"45.49039","-122.647355",,"1","3115","1492200544"
,"45.610478","-122.679407",,"35","3120","1492200544"
,"45.497502","-122.57382",,"6","2298","1492200545"
,"45.370135","-122.601373",,"37","3105","1492200545"
,"45.522778","-122.576157",,"26","3229","1492200546"
"31","45.497497","-122.573849","9",,"2298","1492200547"
,"45.610905","-122.678747",,"31","3120","1492200549"
,"45.369433","-122.601312",,"34","3105","1492200550"
,,,,,"534","1492200550"
,"45.52278","-122.576862",,"24","3229","1492200551"
,"45.611005","-122.677933",,"28","3120","1492200554"
,"45.368857","-122.601312",,"27","3105","1492200555"
,"45.522785","-122.577518",,"23","3229","1492200556"
,"45.490388","-122.647733",,"17","3115","1492200559"
,"45.611315","-122.677398",,"25","3120","1492200559"
,"45.562693","-122.667147",,"16","2233","1492200559"
,"45.368552","-122.601335",,"13","3105","1492200560"
,"45.522792","-122.578192",,"23","3229","1492200561"
"3","45.368405","-122.601316","34","0","3105","1492200562"
,"45.490387","-122.64818",,"14","3115","1492200564"
,"45.611645","-122.677257",,"16","3120","1492200564"
,"45.562698","-122.666957",,"8","2233","1492200564"
,"45.522805","-122.578652",,"14","3229","1492200566"
,"45.490472","-122.64841",,"10","3115","1492200569"
,"45.611722","-122.67725",,"2","3120","1492200569"
,"45.562708","-122.666467",,"17","2233","1492200569"
"5","45.522817","-122.578848","20","2","3229","1492200571"
,"45.490808","-122.648468",,"18","3115","1492200574"
,"45.562708","-122.665832",,"22","2233","1492200574"
,"45.519355","-122.537878",,"7","2516","1492200576"
,"45.491245","-122.648395",,"21","3115","1492200579"
,,,,,"2298","1492200579"
,"45.562707","-122.665137",,"24","2233","1492200579"
,"45.49747","-122.574187",,"2","2298","1492200580"
,"45.519003","-122.53788",,"17","2516","1492200581"
,"45.491543","-122.648337",,"11","3115","1492200584"
,"45.562702","-122.664457",,"24","2233","1492200584"
,"45.497463","-122.574837",,"23","2298","1492200585"
,"45.518622","-122.537903",,"19","2516","1492200586"
"18","45.491655","-122.648334","17","2","3115","1492200587"
,"45.562705","-122.66379",,"23","2233","1492200589"
,"45.497465","-122.575565",,"25","2298","1492200590"
,"45.518398","-122.537923",,"11","2516","1492200591"
"0","45.518345","-122.537924","73",,"2516","1492200593"
,"45.611765","-122.677247",,"5","3120","1492200594"
,"45.562708","-122.66322",,"19","2233","1492200594"
,"45.497468","-122.57616",,"20","2298","1492200595"
,"45.61212","-122.67727",,"19","3120","1492200599"
,"45.562713","-122.662673",,"19","2233","1492200599"
,"45.497497","-122.576423",,"8","2298","1492200600"
"2","45.562713","-122.662672","72",,"2233","1492200600"
,,,,,"2516","1492200601"
,,,,,"2233","1492200601"
,,,,,"2516","1492200602"
"29","45.497487","-122.576617","9",,"2298","1492200602"
,,,,,"3105","1492200603"
,"45.612627","-122.677568",,"28","3120","1492200604"
,,,,,"3105","1492200604"
,"45.562708","-122.662138",,"18","2233","1492200604"
,"45.368293","-122.601295",,"2","3105","1492200605"
"2","45.612627","-122.677567","6",,"3120","1492200606"
,"45.518018","-122.537892",,"7","2516","1492200606"
,,,,,"3120","1492200607"
,"45.613003","-122.678265",,"31","3120","1492200609"
,"45.562692","-122.661743",,"13","2233","1492200609"
,"45.367925","-122.601248",,"19","3105","1492200610"
,"45.517503","-122.53786",,"26","2516","1492200611"
,"45.613237","-122.679052",,"29","3120","1492200614"
,"45.562685","-122.661607",,"4","2233","1492200614"
,"45.367587","-122.601215",,"16","3105","1492200615"
,"45.516977","-122.53785",,"26","2516","1492200616"
,"45.613323","-122.679562",,"17","3120","1492200619"
,"45.367348","-122.60119",,"11","3105","1492200620"
,"45.5167","-122.537852",,"13","2516","1492200621"
,"45.367068","-122.601142",,"16","3105","1492200625"
,"45.516442","-122.53789",,"13","2516","1492200626"
,,,,,"2298","1492200627"
,,,,,"2298","1492200628"
,"45.497468","-122.576822",,"3","2298","1492200630"
,"45.36658","-122.60107",,"26","3105","1492200630"
"0","45.516307","-122.537888","73","4","2516","1492200631"
,,,,,"3229","1492200634"
,,,,,"3115","1492200634"
,,,,,"3229","1492200635"
,"45.49187","-122.648363",,"1","3115","1492200635"
,"45.497465","-122.576902",,"2","2298","1492200635"
,"45.365952","-122.600978",,"32","3105","1492200635"
,"45.522817","-122.579207",,"1","3229","1492200636"
,"45.492188","-122.648357",,"16","3115","1492200640"
,"45.365292","-122.600918",,"33","3105","1492200640"
,"45.522815","-122.57968",,"17","3229","1492200641"
,"45.49249","-122.648345",,"14","3115","1492200645"
,"45.364653","-122.600953",,"32","3105","1492200645"
,"45.522812","-122.580222",,"18","3229","1492200646"
,"45.562687","-122.661518",,"4","2233","1492200649"
,"45.492783","-122.648362",,"15","3115","1492200650"
,"45.364097","-122.601138",,"28","3105","1492200650"
,"45.522802","-122.580732",,"15","3229","1492200652"
,"45.562555","-122.661413",,"8","2233","1492200654"
,"45.493157","-122.648352",,"18","3115","1492200655"
,"45.36358","-122.601443",,"28","3105","1492200655"
,"45.522797","-122.581173",,"15","3229","1492200657"
,"45.613307","-122.679927",,"14","3120","1492200659"
,"45.562362","-122.661438",,"9","2233","1492200659"
,"45.493513","-122.648295",,"17","3115","1492200660"
,"45.363063","-122.601868",,"30","3105","1492200660"
"3","45.562222","-122.661443","72","1","2233","1492200661"
,"45.522807","-122.58169",,"19","3229","1492200662"
,,,,,"2516","1492200663"
,"45.613007","-122.680213",,"19","3120","1492200664"
,"45.493757","-122.64827",,"12","3115","1492200665"
,"45.362617","-122.602297",,"26","3105","1492200665"
,"45.51607","-122.537868",,"2","2516","1492200666"
,"45.522815","-122.58218",,"15","3229","1492200667"
,"45.612542","-122.68044",,"24","3120","1492200669"
,"45.362303","-122.602608",,"17","3105","1492200670"
"17","45.493847","-122.648281","17",,"3115","1492200671"
,"45.515617","-122.53784",,"22","2516","1492200671"
,"45.522835","-122.582378",,"5","3229","1492200672"
"8","45.522837","-122.582408","20",,"3229","1492200674"
,"45.612172","-122.68062",,"18","3120","1492200674"
,"45.362145","-122.602765",,"8","3105","1492200675"
,"45.515053","-122.53782",,"28","2516","1492200676"
,,,,,"2233","1492200677"
,"45.611982","-122.68072",,"9","3120","1492200679"
,"45.561798","-122.661442",,"8","2233","1492200679"
,"45.497463","-122.576962",,"3","2298","1492200680"
,"45.514458","-122.53782",,"30","2516","1492200681"
,"45.561245","-122.661468",,"27","2233","1492200684"
,"45.497463","-122.577195",,"9","2298","1492200685"
,"45.513788","-122.537813",,"33","2516","1492200686"
"0","45.513788","-122.537813","73",,"2516","1492200688"
,,,,,"2516","1492200689"
,"45.560707","-122.661508",,"26","2233","1492200689"
,"45.497465","-122.577418",,"8","2298","1492200690"
,"45.361895","-122.603017",,"18","3105","1492200690"
,"45.51314","-122.537817",,"32","2516","1492200691"
,,,,,"3229","1492200694"
,"45.560165","-122.661545",,"27","2233","1492200694"
,,,,,"3229","1492200695"
,"45.497465","-122.577852",,"16","2298","1492200695"
,"45.361543","-122.60338",,"23","3105","1492200695"
,"45.512515","-122.537813",,"30","2516","1492200696"
,"45.522817","-122.582798",,"4","3229","1492200697"
,"45.559687","-122.661557",,"22","2233","1492200699"
,"45.497467","-122.578362",,"17","2298","1492200700"
,"45.361158","-122.603845",,"25","3105","1492200700"
,"45.51193","-122.537803",,"29","2516","1492200701"
,"45.52283","-122.583458",,"24","3229","1492200702"
,"45.559408","-122.661533",,"13","2233","1492200704"
,"45.497483","-122.578793",,"15","2298","1492200705"
,"45.360797","-122.604363",,"25","3105","1492200705"
,"45.51165","-122.537833",,"13","2516","1492200706"
,"45.52284","-122.584235",,"22","3229","1492200707"
"0","45.511647","-122.537832","73","0","2516","1492200708"
,"45.559277","-122.661535",,"5","2233","1492200709"
,"45.497503","-122.579102",,"10","2298","1492200710"
,"45.36058","-122.604707",,"15","3105","1492200710"
"9",,,"0",,"534","1492200710"
,"45.522845","-122.585058",,"34","3229","1492200712"
"19","45.497492","-122.579377","9",,"2298","1492200713"
,"45.360343","-122.604698",,"13","3105","1492200715"
,"45.52285","-122.58581",,"21","3229","1492200717"
,"45.559173","-122.661532",,"6","2233","1492200719"
,"45.360188","-122.604452",,"9","3105","1492200720"
,"45.522858","-122.586642",,"29","3229","1492200722"
"0","45.360177","-122.604422","34","1","3105","1492200722"
,,,,,"3105","1492200723"
,"45.559112","-122.661502",,"3","2233","1492200724"
"8","45.522859","-122.586641","20",,"3229","1492200725"
,,,,,"3229","1492200726"
,"45.522903","-122.587425",,"27","3229","1492200727"
,"45.55904","-122.661265",,"7","2233","1492200730"
,"45.523098","-122.58808",,"25","3229","1492200732"
,,,,,"534","1492200733"
,"45.61191","-122.68078",,"6","3120","1492200734"
,"45.559037","-122.661172",,"2","2233","1492200734"
"5","45.559075","-122.660391","72",,"2233","1492200735"
,"45.523153","-122.588627",,"19","3229","1492200737"
,"45.611658","-122.680932",,"13","3120","1492200739"
"9","45.523155","-122.589068","20","6","3229","1492200742"
,"45.611467","-122.681012",,"9","3120","1492200744"
"0","45.611402","-122.681032","6","3","3120","1492200749"
,,,,,"3120","1492200750"
,"45.559057","-122.66075",,"5","2233","1492200750"
,"45.559065","-122.660468",,"8","2233","1492200755"
,,,,,"3229","1492200757"
,,,,,"3229","1492200758"
,"45.559068","-122.660435",,"1","2233","1492200758"
,,,,,"2516","1492200761"
,"45.523143","-122.589718",,"8","3229","1492200762"
,,,,,"2516","1492200762"
,"45.511207","-122.5378",,"2","2516","1492200766"
,"45.523133","-122.590502",,"27","3229","1492200767"
,"45.510688","-122.537793",,"26","2516","1492200771"
,,,,,"2233","1492200771"
,"45.523125","-122.591263",,"26","3229","1492200772"
,,,,,"2233","1492200772"
,"45.559102","-122.660032",,"5","2233","1492200775"
,"45.510093","-122.537785",,"30","2516","1492200776"
,"45.523147","-122.592022",,"26","3229","1492200777"
"9","45.523147","-122.592021","20",,"3229","1492200778"
,,,,,"3229","1492200779"
,"45.559115","-122.659463",,"20","2233","1492200780"
,"45.509502","-122.537783",,"29","2516","1492200781"
,"45.52318","-122.592692",,"24","3229","1492200782"
,"45.559122","-122.658982",,"16","2233","1492200785"
,"45.508933","-122.537787",,"28","2516","1492200786"
,"45.523168","-122.593177",,"17","3229","1492200787"
,,,,,"2298","1492200790"
,"45.559115","-122.65878",,"6","2233","1492200790"
,"45.508427","-122.537817",,"24","2516","1492200791"
,,,,,"2298","1492200791"
,"45.523152","-122.593687",,"18","3229","1492200792"
,"45.497472","-122.579902",,"2","2298","1492200795"
,"45.559117","-122.65873",,"1","2233","1492200795"
,"45.508185","-122.537835",,"11","2516","1492200796"
,"45.523143","-122.594355",,"23","3229","1492200797"
"0","45.508155","-122.537829","73",,"2516","1492200798"
,"45.497475","-122.580563",,"23","2298","1492200800"
,"45.523142","-122.595157",,"28","3229","1492200802"
"9","45.523142","-122.595156","20",,"3229","1492200804"
,,,,,"3229","1492200805"
,"45.497478","-122.581238",,"23","2298","1492200805"
,"45.523135","-122.595943",,"27","3229","1492200807"
,,,,,"2516","1492200809"
"5","45.559115","-122.658701","72",,"2233","1492200809"
"9",,,"0",,"534","1492200809"
,,,,,"2516","1492200810"
,"45.497482","-122.581783",,"18","2298","1492200810"
,"45.559122","-122.658257",,"19","2233","1492200810"
,"45.507907","-122.537795",,"6","2516","1492200811"
,"45.52313","-122.596725",,"27","3229","1492200812"
,"45.497507","-122.582108",,"10","2298","1492200815"
,"45.559127","-122.65761",,"23","2233","1492200815"
,"45.50746","-122.537782",,"22","2516","1492200816"
,"45.523088","-122.597503",,"27","3229","1492200817"
"23","45.497515","-122.582211","9",,"2298","1492200819"
,"45.559128","-122.656958",,"22","2233","1492200820"
,"45.506917","-122.537777",,"27","2516","1492200821"
,"45.522938","-122.59826",,"27","3229","1492200822"
"5","45.559128","-122.656958","72",,"2233","1492200823"
,,,,,"2233","1492200824"
,"45.559122","-122.656305",,"23","2233","1492200825"
,"45.506337","-122.53778",,"29","2516","1492200826"
,"45.522885","-122.598977",,"25","3229","1492200827"
,"45.559115","-122.65566",,"22","2233","1492200830"
,"45.505758","-122.537782",,"29","2516","1492200831"
,,,,,"534","1492200831"
,"45.522888","-122.599718",,"26","3229","1492200832"
"9","45.522889","-122.599718","20",,"3229","1492200835"
,"45.55911","-122.655055",,"21","2233","1492200835"
,,,,,"3229","1492200836"
,"45.505213","-122.537777",,"26","2516","1492200836"
,"45.522887","-122.600445",,"25","3229","1492200837"
"5","45.55911","-122.655054","72",,"2233","1492200839"
,"45.559102","-122.654447",,"21","2233","1492200840"
,"45.50483","-122.53778",,"18","2516","1492200841"
,"45.52289","-122.601137",,"24","3229","1492200842"
,"45.559095","-122.653848",,"20","2233","1492200845"
,"45.504563","-122.537777",,"13","2516","1492200846"
,"45.522892","-122.601752",,"21","3229","1492200847"
,"45.559087","-122.653408",,"14","2233","1492200850"
,"45.504448","-122.537772",,"4","2516","1492200851"
,"45.522913","-122.60207",,"11","3229","1492200852"
,,,,,"2298","1492200853"
,,,,,"2298","1492200854"
,"45.497492","-122.582577",,"2","2298","1492200855"
,"45.559087","-122.653213",,"6","2233","1492200855"
"10","45.522925","-122.602183","20","3","3229","1492200857"
,"45.49748","-122.583223",,"23","2298","1492200860"
,"45.559083","-122.652827",,"15","2233","1492200860"
"5","45.559083","-122.652826","72",,"2233","1492200863"
,,,,,"2233","1492200864"
,"45.497483","-122.583948",,"25","2298","1492200865"
,"45.559078","-122.652247",,"21","2233","1492200865"
,"45.497485","-122.58468",,"26","2298","1492200870"
,"45.559073","-122.651667",,"20","2233","1492200870"
,"45.497485","-122.585398",,"25","2298","1492200875"
,"45.559075","-122.651127",,"18","2233","1492200875"
,"45.49749","-122.585972",,"19","2298","1492200880"
,"45.559077","-122.650632",,"17","2233","1492200880"
,,,,,"3229","1492200881"
,"45.522923","-122.602543",,"3","3229","1492200882"
"24","45.497492","-122.58618","9","6","2298","1492200885"
,"45.559077","-122.650198",,"14","2233","1492200885"
,"45.52291","-122.603217",,"24","3229","1492200887"
,"45.559065","-122.649968",,"7","2233","1492200890"
,"45.522907","-122.603895",,"23","3229","1492200892"
,"45.559063","-122.649948",,"1","2233","1492200893"
,,,,,"2298","1492200896"
,"45.522923","-122.604248",,"12","3229","1492200897"
,,,,,"2298","1492200897"
,"45.49749","-122.586837",,"8","2298","1492200900"
,"45.522933","-122.604475",,"8","3229","1492200902"
,,,,,"3115","1492200904"
,"45.493983","-122.648313",,"0","3115","1492200905"
,"45.49749","-122.5875",,"23","2298","1492200905"
"9","45.522933","-122.604537","20",,"3229","1492200906"
,"45.49438","-122.648375",,"20","3115","1492200910"
,"45.497492","-122.588198",,"24","2298","1492200910"
,"45.50405","-122.537772",,"22","2516","1492200911"
,"45.494912","-122.648378",,"27","3115","1492200915"
,"45.497495","-122.588767",,"19","2298","1492200915"
,"45.503618","-122.537807",,"21","2516","1492200916"
,,,,,"3229","1492200918"
"1","45.444777","-122.640989","70",,"3574","1492200918"
,,,,,"3229","1492200919"
,,,,,"3574","1492200919"
"11",,,"0",,"534","1492200919"
,"45.49548","-122.648347",,"28","3115","1492200920"
,"45.444788","-122.640935",,"0","3574","1492200920"
,"45.4975","-122.588975",,"6","2298","1492200920"
"5","45.559067","-122.649537","72","17","2233","1492200920"
,"45.503363","-122.537815",,"11","2516","1492200921"
,,,,,"2233","1492200921"
,"45.522925","-122.60475",,"3","3229","1492200922"
"0","45.503348","-122.537817","73","1","2516","1492200924"
,"45.496123","-122.648218",,"32","3115","1492200925"
,"45.44482","-122.640795",,"4","3574","1492200925"
,"45.559063","-122.648997",,"19","2233","1492200925"
,"45.522908","-122.605313",,"20","3229","1492200927"
,"45.496717","-122.648088",,"30","3115","1492200930"
,"45.559063","-122.648413",,"20","2233","1492200930"
,"45.522908","-122.605995",,"24","3229","1492200932"
,"45.497268","-122.648037",,"27","3115","1492200935"
,"45.55906","-122.647882",,"18","2233","1492200935"
,"45.52291","-122.606688",,"24","3229","1492200937"
,"45.497867","-122.647988",,"30","3115","1492200940"
,"45.559058","-122.64743",,"15","2233","1492200940"
,"45.522915","-122.607332",,"22","3229","1492200942"
"17","45.497867","-122.647988","17",,"3115","1492200942"
,,,,,"3115","1492200943"
"9","45.522915","-122.607331","20",,"3229","1492200945"
,"45.498422","-122.647982",,"27","3115","1492200945"
,"45.444845","-122.640723",,"3","3574","1492200945"
,"45.497517","-122.589398",,"16","2298","1492200945"
,"45.559057","-122.647057",,"12","2233","1492200945"
,,,,,"3229","1492200946"
,"45.522913","-122.608043",,"25","3229","1492200947"
,,,,,"2516","1492200948"
,"45.49893","-122.648283",,"28","3115","1492200950"
,"45.444873","-122.640588",,"5","3574","1492200950"
,"45.497535","-122.589677",,"9","2298","1492200950"
"5","45.559055","-122.646842","72","3","2233","1492200950"
,"45.502905","-122.537785",,"4","2516","1492200951"
,"45.522915","-122.608823",,"27","3229","1492200952"
"7","45.444878","-122.640554","70",,"3574","1492200953"
"23","45.497522","-122.589944","9",,"2298","1492200953"
,"45.499435","-122.648713",,"29","3115","1492200955"
