"estimated_load","latitude","longitude","route_number","speed","vehicle_number","event_timestamp"
,"45.506928","-122.747053",,"30","2932","1492201375"
"6","45.520192","-123.088825","57","30","2913","1492201376"
,"45.524898","-122.676418",,"16","2249","1492201377"
,"45.459908","-122.618515",,"6","3307","1492201377"
,,,,,"2913","1492201377"
,"45.507137","-122.746117",,"34","2932","1492201380"
,,,,,"2297","1492201380"
,,,,,"3215","1492201381"
,"45.520195","-123.089687",,"30","2913","1492201381"
,"45.437383","-122.57327",,"0","2297","1492201381"
,,,,,"3037","1492201382"
,,,,,"3215","1492201382"
,"45.525055","-122.676432",,"7","2249","1492201382"
,"45.45991","-122.618673",,"5","3307","1492201382"
,,,,,"3037","1492201383"
,"45.490458","-122.832833",,"7","3215","1492201383"
,"45.507388","-122.745097",,"30","2932","1492201386"
,"45.520208","-123.090427",,"26","2913","1492201386"
,"45.4374","-122.573175",,"4","2297","1492201386"
,"45.525708","-122.64595",,"3","3037","1492201387"
,"45.459918","-122.618805",,"4","3307","1492201387"
,"45.490585","-122.8335",,"24","3215","1492201388"
,"45.455712","-122.780345",,"10","3251","1492201390"
"58","45.51171","-122.681285","290",,"523","1492201390"
,"45.507572","-122.744392",,"25","2932","1492201391"
,"45.520233","-123.090862",,"15","2913","1492201391"
,"45.437408","-122.572927",,"8","2297","1492201391"
,"45.5258","-122.645713",,"9","3037","1492201392"
,"45.459935","-122.618957",,"5","3307","1492201392"
,"45.490793","-122.834297",,"30","3215","1492201393"
,"45.455993","-122.780415",,"15","3251","1492201395"
"4","45.520215","-123.091081","57",,"2913","1492201395"
,"45.507732","-122.743788",,"23","2932","1492201396"
,"45.437338","-122.572555",,"14","2297","1492201396"
,"45.525835","-122.645618",,"3","3037","1492201397"
,"45.525165","-122.676455",,"5","2249","1492201397"
,"45.459958","-122.619078",,"4","3307","1492201397"
,"45.491043","-122.83516",,"33","3215","1492201398"
,"45.45626","-122.780927",,"23","3251","1492201400"
,"45.437255","-122.572217",,"12","2297","1492201401"
,"45.50792","-122.74308",,"21","2932","1492201402"
,"45.525237","-122.676383",,"5","2249","1492201402"
,"45.459998","-122.619223",,"5","3307","1492201402"
,,,,,"413","1492201403"
,"45.49131","-122.836092",,"35","3215","1492201403"
,"45.456533","-122.781563",,"25","3251","1492201405"
,"45.437215","-122.571885",,"12","2297","1492201406"
,"45.508032","-122.742655",,"16","2932","1492201407"
,"45.52525","-122.676045",,"12","2249","1492201407"
,"45.460055","-122.619383",,"6","3307","1492201407"
,"45.491552","-122.837122",,"38","3215","1492201408"
,"45.456732","-122.782027",,"17","3251","1492201410"
,"45.437208","-122.57152",,"13","2297","1492201411"
,"45.50818","-122.742095",,"22","2932","1492201412"
,"45.525248","-122.675728",,"10","2249","1492201412"
,"45.460115","-122.619528",,"6","3307","1492201412"
,"45.491735","-122.838278",,"41","3215","1492201413"
,"45.456805","-122.782187",,"4","3251","1492201415"
"13","45.525248","-122.675698","4",,"2249","1492201415"
"30","45.45688","-122.782359","76",,"3251","1492201416"
,"45.437203","-122.571318",,"5","2297","1492201416"
,"45.460173","-122.61966",,"5","3307","1492201417"
,"45.508378","-122.741275",,"25","2932","1492201418"
,"45.491832","-122.839433",,"41","3215","1492201418"
,"45.4372","-122.571097",,"9","2297","1492201421"
,"45.46023","-122.61979",,"5","3307","1492201422"
,"45.508505","-122.740627",,"23","2932","1492201423"
,"45.491837","-122.840477",,"36","3215","1492201423"
,,,,,"2249","1492201425"
,,,,,"2249","1492201426"
,"45.437193","-122.570628",,"17","2297","1492201426"
,"45.52525","-122.67554",,"3","2249","1492201427"
,"45.460285","-122.619917",,"5","3307","1492201427"
,"45.508603","-122.739942",,"24","2932","1492201428"
,"45.491838","-122.841242",,"26","3215","1492201428"
,"45.437183","-122.570082",,"19","2297","1492201431"
,"45.525258","-122.675132",,"14","2249","1492201432"
,"45.460337","-122.620055",,"5","3307","1492201432"
,"45.49183","-122.84155",,"10","3215","1492201433"
,"45.508658","-122.739307",,"18","2932","1492201434"
"17","45.49183","-122.841553","57","0","3215","1492201435"
,"45.437175","-122.569588",,"17","2297","1492201436"
,"45.525943","-122.645318",,"14","3037","1492201437"
,"45.52525","-122.674677",,"14","2249","1492201437"
,"45.460455","-122.6205",,"17","3307","1492201437"
"12","45.507958","-122.680497","290",,"401","1492201438"
,"45.50868","-122.738815",,"18","2932","1492201439"
,"45.437123","-122.569268",,"11","2297","1492201441"
,"45.526135","-122.644798",,"21","3037","1492201442"
,"45.525252","-122.674227",,"15","2249","1492201442"
"5","45.460518","-122.621043","75","19","3307","1492201442"
,,,,,"3307","1492201443"
,"45.50868","-122.738168",,"22","2932","1492201444"
,"45.436888","-122.569215",,"12","2297","1492201446"
,"45.526357","-122.644215",,"22","3037","1492201447"
,"45.52526","-122.67374",,"17","2249","1492201447"
,"45.460577","-122.621612",,"20","3307","1492201447"
,,,,,"2913","1492201448"
,"45.508668","-122.737533",,"17","2932","1492201450"
,"45.520203","-123.091488",,"2","2913","1492201451"
,"45.436702","-122.569235",,"7","2297","1492201451"
"18","45.490892","-122.801688","76",,"2817","1492201451"
,"45.52655","-122.643733",,"19","3037","1492201452"
,"45.525265","-122.673278",,"16","2249","1492201452"
,"45.46064","-122.62222",,"21","3307","1492201452"
,"45.490658","-122.801593",,"0","2817","1492201452"
,"45.50866","-122.737225",,"11","2932","1492201455"
,"45.526592","-122.643407",,"14","3037","1492201456"
,,,,,"523","1492201456"
,"45.520207","-123.092173",,"24","2913","1492201456"
,"45.525268","-122.672808",,"16","2249","1492201457"
,"45.460693","-122.622837",,"21","3307","1492201457"
,"45.490443","-122.801542",,"11","2817","1492201457"
,"45.50865","-122.736842",,"14","2932","1492201460"
,"45.520205","-123.09294",,"26","2913","1492201461"
,"45.436472","-122.569245",,"13","2297","1492201461"
,"45.526493","-122.643025",,"12","3037","1492201462"
,"45.525263","-122.672585",,"7","2249","1492201462"
,"45.460762","-122.623437",,"21","3307","1492201462"
,"45.490345","-122.801688",,"6","2817","1492201462"
"14","45.525263","-122.672584","4",,"2249","1492201463"
,"45.508638","-122.73636",,"17","2932","1492201465"
,"45.526472","-122.642418",,"27","3037","1492201466"
,"45.520205","-123.093735",,"28","2913","1492201466"
,"45.436155","-122.569215",,"17","2297","1492201466"
,"45.460937","-122.624015",,"22","3307","1492201467"
,"45.490167","-122.801783",,"11","2817","1492201467"
,"45.508652","-122.735852",,"20","2932","1492201470"
,,,,,"3251","1492201471"
,,,,,"401","1492201471"
,"45.520208","-123.094457",,"25","2913","1492201471"
,"45.435798","-122.569148",,"17","2297","1492201471"
,"45.526462","-122.64174",,"19","3037","1492201472"
,,,,,"3251","1492201472"
,"45.461215","-122.624553",,"23","3307","1492201472"
,"45.489785","-122.801618",,"21","2817","1492201472"
,"45.508628","-122.735287",,"17","2932","1492201475"
,"45.457107","-122.7829",,"3","3251","1492201475"
,,,,,"2249","1492201475"
,"45.526423","-122.641278",,"18","3037","1492201476"
,,,,,"2249","1492201476"
,"45.52022","-123.094908",,"16","2913","1492201476"
,"45.435607","-122.569112",,"8","2297","1492201476"
,"45.525273","-122.672442",,"2","2249","1492201477"
,"45.461498","-122.625078",,"23","3307","1492201477"
,"45.489278","-122.801568",,"25","2817","1492201477"
"14","45.52645","-122.640954","19","2","3037","1492201480"
,"45.457462","-122.783687",,"33","3251","1492201480"
"22","45.518105","-122.677609","200",,"413","1492201481"
,"45.508612","-122.734733",,"16","2932","1492201481"
,"45.520237","-123.095065",,"5","2913","1492201481"
,"45.525292","-122.672087",,"13","2249","1492201482"
,"45.461782","-122.625563",,"21","3307","1492201482"
"2","45.520235","-123.095168","57",,"2913","1492201482"
,"45.488952","-122.80157",,"15","2817","1492201482"
,,,,,"3215","1492201483"
,,,,,"3215","1492201484"
,"45.457848","-122.784542",,"35","3251","1492201485"
,"45.508597","-122.734165",,"19","2932","1492201486"
,"45.435515","-122.56902",,"6","2297","1492201486"
,"45.488807","-122.801923",,"18","2817","1492201486"
,"45.525302","-122.671748",,"11","2249","1492201487"
,"45.46202","-122.625967",,"18","3307","1492201487"
,"45.491742","-122.842258",,"2","3215","1492201488"
,"45.458247","-122.785393",,"35","3251","1492201490"
,"45.50859","-122.73366",,"17","2932","1492201491"
,"45.435482","-122.5688",,"7","2297","1492201491"
,"45.488718","-122.802565",,"24","2817","1492201491"
,"45.525303","-122.671638",,"3","2249","1492201492"
,"45.462102","-122.626105",,"6","3307","1492201492"
,"45.49166","-122.843023",,"27","3215","1492201493"
,"45.4586","-122.786207",,"32","3251","1492201495"
,"45.43551","-122.568495",,"11","2297","1492201496"
,"45.48862","-122.803243",,"24","2817","1492201496"
,,,,,"3037","1492201497"
,"45.508598","-122.733073",,"17","2932","1492201497"
,"45.462298","-122.62645",,"16","3307","1492201497"
,,,,,"3037","1492201498"
,"45.491603","-122.844042",,"36","3215","1492201498"
,,,,,"2913","1492201499"
,"45.458842","-122.786917",,"26","3251","1492201500"
"5","45.462299","-122.626449","75",,"3307","1492201500"
,,,,,"2913","1492201500"
,"45.526455","-122.640402",,"7","3037","1492201501"
,,,,,"3307","1492201501"
,"45.52022","-123.095697",,"6","2913","1492201501"
,"45.435525","-122.568233",,"7","2297","1492201501"
,"45.488537","-122.803908",,"24","2817","1492201501"
,"45.508618","-122.7326",,"16","2932","1492201502"
,"45.462478","-122.627007",,"21","3307","1492201502"
,"45.491625","-122.845222",,"41","3215","1492201503"
"0","45.43558","-122.568073","72",,"2297","1492201503"
,"45.526455","-122.639673",,"26","3037","1492201506"
,"45.459042","-122.787553",,"19","3251","1492201506"
,"45.520213","-123.096453",,"26","2913","1492201506"
,"45.488475","-122.804627",,"25","2817","1492201506"
,"45.508643","-122.732255",,"12","2932","1492201507"
,"45.46256","-122.627675",,"23","3307","1492201507"
,"45.491725","-122.846297",,"37","3215","1492201508"
,"45.459112","-122.7878",,"10","3251","1492201510"
,"45.526457","-122.638917",,"26","3037","1492201511"
,"45.520127","-123.09725",,"28","2913","1492201511"
,"45.488432","-122.8053",,"22","2817","1492201511"
,"45.508675","-122.731938",,"11","2932","1492201512"
,"45.46264","-122.628348",,"24","3307","1492201512"
,"45.491812","-122.846978",,"23","3215","1492201513"
"29","45.45912","-122.787831","76",,"3251","1492201513"
,"45.52646","-122.638217",,"24","3037","1492201516"
,"45.519938","-123.09803",,"29","2913","1492201516"
,"45.488402","-122.80568",,"12","2817","1492201516"
,"45.508717","-122.731627",,"11","2932","1492201517"
,"45.46271","-122.628997",,"22","3307","1492201517"
"16","45.49184","-122.847181","57","5","3215","1492201518"
"57","45.509127","-122.682823","290",,"523","1492201519"
,"45.52646","-122.637632",,"19","3037","1492201521"
,"45.519778","-123.09869",,"24","2913","1492201521"
,"45.508767","-122.731323",,"10","2932","1492201522"
,"45.462615","-122.629513",,"18","3307","1492201522"
,,,,,"2297","1492201523"
,"45.45915","-122.788087",,"5","3251","1492201525"
,"45.526462","-122.637358",,"8","3037","1492201526"
,,,,,"3251","1492201526"
,"45.519713","-123.09904",,"12","2913","1492201526"
,"45.43575","-122.568008",,"4","2297","1492201526"
,"45.508828","-122.73098",,"13","2932","1492201527"
,"45.462585","-122.629685",,"5","3307","1492201527"
,,,,,"413","1492201530"
,,,,,"3215","1492201530"
,"45.459277","-122.788723",,"24","3251","1492201530"
"1","45.519703","-123.099088","57","2","2913","1492201530"
,"45.526462","-122.637238",,"5","3037","1492201531"
,,,,,"3215","1492201531"
,"45.435963","-122.56803",,"10","2297","1492201531"
,"45.508917","-122.730538",,"16","2932","1492201532"
,"45.491888","-122.84763",,"6","3215","1492201533"
,"45.459372","-122.78918",,"14","3251","1492201535"
,"45.526462","-122.63677",,"17","3037","1492201536"
,"45.436158","-122.568082",,"8","2297","1492201537"
,"45.50902","-122.730072",,"14","2932","1492201538"
,"45.491958","-122.848348",,"26","3215","1492201538"
,"45.526458","-122.636583",,"4","3037","1492201541"
"13","45.526459","-122.636583","19",,"3037","1492201542"
,"45.436195","-122.568187",,"4","2297","1492201542"
,"45.5091","-122.72973",,"13","2932","1492201543"
,"45.492057","-122.849267",,"33","3215","1492201543"
,"45.525322","-122.671368",,"11","2249","1492201547"
,"45.509197","-122.729305",,"17","2932","1492201548"
,"45.492175","-122.850357",,"38","3215","1492201548"
,"45.436203","-122.568335",,"4","2297","1492201548"
,"45.52646","-122.636548",,"1","3037","1492201551"
,"45.488387","-122.805865",,"9","2817","1492201551"
,,,,,"3037","1492201552"
,"45.525493","-122.67087",,"20","2249","1492201552"
,"45.492292","-122.85141",,"37","3215","1492201553"
"0","45.436203","-122.568334","72",,"2297","1492201553"
,"45.509343","-122.728567",,"22","2932","1492201554"
,,,,,"2297","1492201554"
,"45.526467","-122.636138",,"16","3037","1492201556"
,"45.48836","-122.806223",,"12","2817","1492201556"
,"45.525917","-122.670612",,"22","2249","1492201557"
,"45.492407","-122.85217",,"26","3215","1492201558"
,"45.509445","-122.727873",,"25","2932","1492201559"
,"45.526465","-122.635462",,"24","3037","1492201561"
,"45.45942","-122.789385",,"11","3251","1492201561"
,"45.488165","-122.806395",,"12","2817","1492201561"
,"45.526357","-122.670732",,"21","2249","1492201562"
,"45.492435","-122.852412",,"8","3215","1492201563"
"12","45.49244","-122.852454","57",,"3215","1492201564"
"11","45.508709","-122.683431","290",,"401","1492201564"
,"45.509487","-122.726873",,"29","2932","1492201565"
,,,,,"401","1492201565"
,,,,,"2913","1492201565"
,"45.526455","-122.634653",,"28","3037","1492201566"
,"45.459563","-122.789903",,"21","3251","1492201566"
,"45.519632","-123.099562",,"2","2913","1492201566"
,"45.487857","-122.806412",,"14","2817","1492201566"
,"45.52679","-122.670672",,"22","2249","1492201567"
,,,,,"523","1492201568"
,"45.509417","-122.726032",,"29","2932","1492201570"
,"45.526425","-122.634137",,"15","3037","1492201571"
,"45.45977","-122.790637",,"28","3251","1492201571"
,"45.519618","-123.100252",,"24","2913","1492201571"
,"45.487722","-122.806407",,"4","2817","1492201571"
,"45.527103","-122.670123",,"24","2249","1492201572"
"13","45.526424","-122.634091","19",,"3037","1492201575"
,"45.509227","-122.72513",,"27","2932","1492201576"
,"45.460032","-122.791525",,"34","3251","1492201576"
,"45.51963","-123.100988",,"26","2913","1492201576"
,"45.527358","-122.66951",,"25","2249","1492201577"
,"45.462555","-122.62986",,"7","3307","1492201577"
,"45.509017","-122.724502",,"24","2932","1492201581"
,"45.460312","-122.792515",,"36","3251","1492201581"
,"45.519638","-123.101687",,"24","2913","1492201581"
,"45.487405","-122.806355",,"17","2817","1492201581"
,"45.527635","-122.668895",,"25","2249","1492201582"
,"45.462363","-122.630007",,"11","3307","1492201582"
,"45.526445","-122.633873",,"5","3037","1492201586"
,"45.50876","-122.723892",,"25","2932","1492201586"
,"45.460512","-122.793203",,"24","3251","1492201586"
,"45.519645","-123.102342",,"23","2913","1492201586"
,"45.4871","-122.806152",,"17","2817","1492201586"
,,,,,"3037","1492201587"
,"45.527917","-122.66826",,"26","2249","1492201587"
,"45.462138","-122.630003",,"11","3307","1492201587"
,"45.526457","-122.633325",,"20","3037","1492201591"
,"45.460628","-122.793508",,"9","3251","1492201591"
"6","45.462078","-122.629999","75",,"3307","1492201591"
,"45.519648","-123.103043",,"24","2913","1492201591"
,"45.486783","-122.806135",,"16","2817","1492201591"
,"45.508432","-122.72319",,"24","2932","1492201592"
,"45.528203","-122.667663",,"25","2249","1492201592"
"1","45.519648","-123.103042","57",,"2913","1492201592"
,,,,,"2913","1492201593"
"18","45.486784","-122.806134","76",,"2817","1492201593"
"28","45.46067","-122.793633","76",,"3251","1492201594"
,,,,,"2817","1492201594"
,"45.526448","-122.632688",,"22","3037","1492201596"
,,,,,"3215","1492201596"
,"45.51965","-123.103758",,"25","2913","1492201596"
,"45.48645","-122.806208",,"17","2817","1492201596"
,"45.508155","-122.72259",,"26","2932","1492201597"
,,,,,"3215","1492201597"
,"45.528495","-122.667122",,"24","2249","1492201597"
,"45.492445","-122.852868",,"3","3215","1492201598"
"19","45.514816","-122.679643","200",,"413","1492201599"
,"45.526423","-122.632168",,"17","3037","1492201601"
,"45.519657","-123.104375",,"21","2913","1492201601"
,"45.486173","-122.806285",,"13","2817","1492201601"
,"45.507865","-122.72187",,"29","2932","1492201602"
,"45.528688","-122.666522",,"23","2249","1492201602"
,"45.46184","-122.629975",,"7","3307","1492201602"
,"45.492503","-122.853522",,"23","3215","1492201603"
,,,,,"401","1492201603"
,,,,,"3307","1492201603"
,"45.526413","-122.631888",,"8","3037","1492201606"
,"45.519658","-123.10491",,"18","2913","1492201606"
"18","45.48612","-122.806302","76","2","2817","1492201606"
,"45.528705","-122.666023",,"16","2249","1492201607"
,"45.461362","-122.629942",,"24","3307","1492201607"
"14","45.526422","-122.631684","19",,"3037","1492201608"
,"45.507618","-122.721065",,"24","2932","1492201608"
,"45.492588","-122.854347",,"30","3215","1492201608"
,,,,,"3251","1492201609"
,"45.460792","-122.794145",,"8","3251","1492201611"
,"45.519663","-123.105515",,"21","2913","1492201611"
,,,,,"2817","1492201611"
,"45.5287","-122.665917",,"3","2249","1492201612"
,"45.460873","-122.629918",,"24","3307","1492201612"
,,,,,"2817","1492201612"
,"45.507463","-122.720472",,"22","2932","1492201613"
,"45.492687","-122.855297",,"34","3215","1492201613"
,"45.460995","-122.794887",,"29","3251","1492201616"
,"45.519665","-123.106153",,"22","2913","1492201616"
,"45.485977","-122.806337",,"9","2817","1492201616"
,"45.460392","-122.629913",,"24","3307","1492201617"
"17","45.485977","-122.806336","76",,"2817","1492201617"
,"45.507308","-122.719833",,"24","2932","1492201618"
,"45.49279","-122.856345",,"37","3215","1492201618"
,,,,,"2817","1492201618"
"12","45.49279","-122.856344","57",,"3215","1492201620"
,,,,,"3215","1492201621"
,"45.461243","-122.795747",,"32","3251","1492201621"
,"45.519667","-123.106818",,"23","2913","1492201621"
,"45.48558","-122.806408",,"20","2817","1492201621"
,,,,,"3037","1492201622"
"6","45.459918","-122.629932","75","23","3307","1492201622"
,,,,,"3037","1492201623"
,"45.492902","-122.857558",,"43","3215","1492201623"
,,,,,"3307","1492201623"
"1","45.519667","-123.106817","57",,"2913","1492201623"
,"45.50711","-122.719022",,"24","2932","1492201624"
,,,,,"2913","1492201624"
,"45.526457","-122.631167",,"8","3037","1492201626"
,"45.461415","-122.796357",,"21","3251","1492201626"
,"45.51967","-123.1075",,"24","2913","1492201626"
,"45.48527","-122.806472",,"14","2817","1492201626"
,"45.459463","-122.62994",,"22","3307","1492201627"
,"45.49302","-122.858777",,"43","3215","1492201628"
,"45.507007","-122.71857",,"16","2932","1492201629"
,"45.526455","-122.630462",,"25","3037","1492201631"
,"45.461543","-122.796792",,"17","3251","1492201631"
,"45.51967","-123.108145",,"22","2913","1492201631"
,"45.485157","-122.806498",,"4","2817","1492201631"
,"45.459013","-122.629958",,"22","3307","1492201632"
,"45.493152","-122.859862",,"38","3215","1492201633"
,"45.506918","-122.718117",,"17","2932","1492201634"
,"45.526452","-122.629658",,"28","3037","1492201636"
,"45.461648","-122.797105",,"10","3251","1492201636"
,"45.519672","-123.108813",,"23","2913","1492201636"
,"45.528697","-122.665815",,"5","2249","1492201637"
,"45.458602","-122.629982",,"21","3307","1492201637"
,"45.48505","-122.806527",,"6","2817","1492201637"
,"45.493252","-122.860655",,"27","3215","1492201638"
,"45.506732","-122.717385",,"22","2932","1492201640"
,"45.526452","-122.628863",,"27","3037","1492201641"
"28","45.461694","-122.797281","76","0","3251","1492201641"
,"45.519675","-123.109477",,"23","2913","1492201641"
,"45.528788","-122.665635",,"9","2249","1492201642"
,"45.458147","-122.629992",,"22","3307","1492201642"
,"45.484655","-122.80661",,"21","2817","1492201642"
,"45.493287","-122.860925",,"8","3215","1492201643"
"15","45.493292","-122.861022","57",,"3215","1492201644"
,"45.506617","-122.716848",,"19","2932","1492201645"
,"45.526448","-122.628097",,"27","3037","1492201646"
,"45.519677","-123.110107",,"22","2913","1492201646"
,"45.529063","-122.665627",,"14","2249","1492201647"
,"45.457677","-122.629987",,"23","3307","1492201647"
,"45.4842","-122.806708",,"22","2817","1492201647"
"57","45.507909","-122.680508","290",,"523","1492201648"
"20","45.51135","-122.682754","190",,"401","1492201649"
,"45.506527","-122.716343",,"19","2932","1492201650"
"58","45.50792","-122.680512","290",,"523","1492201650"
"6","45.457677","-122.629986","75",,"3307","1492201650"
,"45.526445","-122.627297",,"28","3037","1492201651"
,,,,,"413","1492201651"
,,,,,"3307","1492201651"
,"45.519677","-123.110718",,"21","2913","1492201651"
,"45.529397","-122.665707",,"16","2249","1492201652"
,"45.457213","-122.629988",,"22","3307","1492201652"
,"45.483837","-122.806778",,"17","2817","1492201652"
"14","45.526445","-122.627296","19",,"3037","1492201654"
,,,,,"3037","1492201655"
,"45.526442","-122.626475",,"29","3037","1492201656"
,"45.506463","-122.715682",,"20","2932","1492201656"
,"45.519675","-123.111343",,"21","2913","1492201656"
,"45.529673","-122.665693",,"13","2249","1492201657"
,"45.456768","-122.629987",,"22","3307","1492201657"
"17","45.483837","-122.806777","76","24","2817","1492201657"
"1","45.519675","-123.111343","57",,"2913","1492201658"
,,,,,"2817","1492201658"
,,,,,"2913","1492201659"
,"45.526447","-122.625672",,"28","3037","1492201661"
,"45.506448","-122.714952",,"26","2932","1492201661"
,"45.519675","-123.111978",,"22","2913","1492201661"
,"45.529847","-122.665688",,"8","2249","1492201662"
,"45.456278","-122.629985",,"24","3307","1492201662"
,"45.482802","-122.806997",,"30","2817","1492201662"
,,,,,"3215","1492201665"
,"45.526445","-122.624875",,"28","3037","1492201666"
,"45.506497","-122.714255",,"25","2932","1492201666"
,,,,,"3215","1492201666"
,"45.529893","-122.665697",,"2","2249","1492201666"
,"45.519678","-123.112628",,"22","2913","1492201666"
"14","45.526445","-122.624874","19",,"3037","1492201667"
,"45.4558","-122.62998",,"24","3307","1492201667"
,"45.482218","-122.807127",,"29","2817","1492201667"
,,,,,"3037","1492201668"
,"45.493322","-122.861505",,"4","3215","1492201668"
"6","45.4558","-122.629979","75",,"3307","1492201669"
,,,,,"3251","1492201670"
,,,,,"3307","1492201670"
,"45.526448","-122.624175",,"23","3037","1492201671"
,"45.506588","-122.713653",,"23","2932","1492201671"
,,,,,"3251","1492201671"
,"45.51968","-123.113278",,"22","2913","1492201671"
,"45.45531","-122.629972",,"24","3307","1492201672"
,"45.48167","-122.806985",,"27","2817","1492201672"
,"45.49339","-122.862195",,"25","3215","1492201673"
,"45.461813","-122.797725",,"4","3251","1492201673"
,"45.526442","-122.623732",,"14","3037","1492201676"
,"45.506718","-122.712963",,"24","2932","1492201676"
,"45.519675","-123.11389",,"21","2913","1492201676"
,"45.529965","-122.665703",,"5","2249","1492201677"
,"45.45483","-122.629967",,"24","3307","1492201677"
,"45.481268","-122.806837",,"18","2817","1492201677"
,"45.493468","-122.863033",,"30","3215","1492201678"
,"45.461973","-122.798285",,"21","3251","1492201678"
"15","45.493469","-122.863032","57",,"3215","1492201680"
"1","45.519675","-123.113889","57",,"2913","1492201680"
,"45.526412","-122.623572",,"5","3037","1492201681"
,"45.506828","-122.712312",,"21","2932","1492201681"
,,,,,"3215","1492201681"
,"45.519655","-123.114455",,"20","2913","1492201681"
,"45.530165","-122.66571",,"10","2249","1492201682"
,,,,,"523","1492201682"
,"45.454355","-122.629948",,"23","3307","1492201682"
"17","45.481153","-122.806799","76","3","2817","1492201682"
,"45.493557","-122.864012",,"34","3215","1492201683"
,"45.462167","-122.798937",,"25","3251","1492201683"
,"45.52629","-122.623272",,"13","3037","1492201686"
"28","45.462167","-122.798936","76",,"3251","1492201686"
"6","45.454355","-122.629947","75",,"3307","1492201686"
,"45.519652","-123.11497",,"18","2913","1492201686"
,"45.506908","-122.711798",,"15","2932","1492201687"
,,,,,"3251","1492201687"
,"45.530337","-122.665703",,"8","2249","1492201687"
,"45.453898","-122.62993",,"22","3307","1492201687"
,"45.493725","-122.86506",,"38","3215","1492201688"
,"45.462428","-122.799635",,"28","3251","1492201688"
,"45.52618","-122.622835",,"17","3037","1492201691"
,"45.519657","-123.115417",,"15","2913","1492201691"
,"45.506985","-122.71136",,"16","2932","1492201692"
,"45.530425","-122.665697",,"3","2249","1492201692"
,"45.453427","-122.629915",,"23","3307","1492201692"
,"45.494005","-122.866018",,"36","3215","1492201693"
,"45.462775","-122.80033",,"30","3251","1492201693"
"39","45.530527","-122.665744","4",,"2249","1492201693"
"14","45.52618","-122.622834","19",,"3037","1492201694"
,,,,,"3037","1492201695"
,"45.52638","-122.622335",,"21","3037","1492201696"
,"45.51965","-123.115712",,"10","2913","1492201696"
,,,,,"2817","1492201696"
,"45.507052","-122.710962",,"14","2932","1492201697"
,"45.452962","-122.629903",,"23","3307","1492201697"
,"45.480987","-122.806717",,"4","2817","1492201697"
,"45.494133","-122.866688",,"23","3215","1492201698"
,"45.46315","-122.801067",,"33","3251","1492201698"
,"45.52644","-122.621598",,"27","3037","1492201701"
,"45.519465","-123.115865",,"11","2913","1492201701"
,,,,,"401","1492201702"
,"45.452522","-122.629892",,"22","3307","1492201702"
,"45.480565","-122.80651",,"24","2817","1492201702"
,"45.507135","-122.710563",,"11","2932","1492201703"
,"45.494158","-122.866958",,"9","3215","1492201703"
"28","45.46315","-122.801066","76","37","3251","1492201703"
,,,,,"3251","1492201704"
,"45.52643","-122.620733",,"30","3037","1492201706"
,"45.519085","-123.115847",,"18","2913","1492201706"
,"45.452035","-122.629882",,"24","3307","1492201707"
,"45.479972","-122.806273",,"31","2817","1492201707"
,"45.463997","-122.802743",,"34","3251","1492201708"
,"45.507187","-122.710383",,"5","2932","1492201709"
"17","45.479972","-122.806272","76",,"2817","1492201710"
,"45.526428","-122.61981",,"32","3037","1492201711"
,"45.518792","-123.115815",,"13","2913","1492201711"
,,,,,"2817","1492201711"
,"45.451562","-122.629867",,"23","3307","1492201712"
,"45.479332","-122.806003",,"33","2817","1492201712"
,"45.464388","-122.803427",,"30","3251","1492201713"
"28","45.464388","-122.803426","76",,"3251","1492201714"
,"45.507212","-122.71031",,"3","2932","1492201715"
,,,,,"3251","1492201715"
,"45.526428","-122.618897",,"32","3037","1492201716"
,"45.518655","-123.115642",,"8","2913","1492201716"
,"45.451077","-122.629863",,"24","3307","1492201717"
,"45.478723","-122.80587",,"30","2817","1492201717"
,"45.464995","-122.803708",,"32","3251","1492201718"
"14","45.526428","-122.618896","19",,"3037","1492201719"
"6","45.451077","-122.629863","75",,"3307","1492201719"
,,,,,"3037","1492201720"
,"45.507315","-122.710028",,"13","2932","1492201720"
,,,,,"3307","1492201720"
,"45.526427","-122.617975",,"32","3037","1492201721"
,"45.518582","-123.115447",,"7","2913","1492201721"
,"45.450583","-122.629853",,"25","3307","1492201722"
,"45.478088","-122.805793",,"31","2817","1492201722"
"3",,,"0",,"413","1492201723"
,"45.465705","-122.803698",,"35","3251","1492201723"
,"45.507523","-122.709582",,"19","2932","1492201725"
,"45.526428","-122.617195",,"26","3037","1492201726"
,"45.450198","-122.629848",,"18","3307","1492201727"
"17","45.478088","-122.805792","76","23","2817","1492201727"
,"45.466442","-122.803698",,"29","3251","1492201728"
,,,,,"2817","1492201728"
,"45.50787","-122.709062",,"25","2932","1492201730"
,"45.52641","-122.616585",,"20","3037","1492201731"
,"45.450083","-122.629843",,"4","3307","1492201732"
,"45.477207","-122.805705",,"18","2817","1492201732"
,"45.467225","-122.80373",,"39","3251","1492201733"
"5","45.450082","-122.629842","75",,"3307","1492201733"
,"45.508278","-122.70865",,"23","2932","1492201735"
,"45.52639","-122.616295",,"8","3037","1492201736"
"28","45.467225","-122.803729","76",,"3251","1492201736"
,,,,,"3251","1492201737"
,"45.476767","-122.80565",,"21","2817","1492201737"
,"45.468052","-122.803795",,"49","3251","1492201738"
"12","45.52639","-122.616242","19",,"3037","1492201739"
